IUID,Endemicity,Prev_Year2000,Prev_Year2001,Prev_Year2002,Prev_Year2003,Prev_Year2004,Prev_Year2005,Prev_Year2006,Prev_Year2007,Prev_Year2008,Prev_Year2009,Prev_Year2010,Prev_Year2011,Prev_Year2012,Prev_Year2013,Prev_Year2014,Prev_Year2015,Prev_Year2016,Prev_Year2017,Prev_Year2018,Prev_Year2019,Prev_Year2020,Lower_Bound_Year2000,Lower_Bound_Year2001,Lower_Bound_Year2002,Lower_Bound_Year2003,Lower_Bound_Year2004,Lower_Bound_Year2005,Lower_Bound_Year2006,Lower_Bound_Year2007,Lower_Bound_Year2008,Lower_Bound_Year2009,Lower_Bound_Year2010,Lower_Bound_Year2011,Lower_Bound_Year2012,Lower_Bound_Year2013,Lower_Bound_Year2014,Lower_Bound_Year2015,Lower_Bound_Year2016,Lower_Bound_Year2017,Lower_Bound_Year2018,Lower_Bound_Year2019,Lower_Bound_Year2020,Upper_Bound_Year2000,Upper_Bound_Year2001,Upper_Bound_Year2002,Upper_Bound_Year2003,Upper_Bound_Year2004,Upper_Bound_Year2005,Upper_Bound_Year2006,Upper_Bound_Year2007,Upper_Bound_Year2008,Upper_Bound_Year2009,Upper_Bound_Year2010,Upper_Bound_Year2011,Upper_Bound_Year2012,Upper_Bound_Year2013,Upper_Bound_Year2014,Upper_Bound_Year2015,Upper_Bound_Year2016,Upper_Bound_Year2017,Upper_Bound_Year2018,Upper_Bound_Year2019,Upper_Bound_Year2020
TCD10730,Non-endemic,0.00677,0.00669,0.00661,0.00652,0.00644,0.00631,0.00621,0.00608,0.00597,0.00583,0.00568,0.00554,0.00538,0.00521,0.00504,0.00489,0.00471,0.00454,0.00447,0.00438,0.00431,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00054,0.03224,0.03175,0.03136,0.03092,0.0306,0.02998,0.02942,0.02887,0.02833,0.02755,0.02709,0.02645,0.02585,0.0251,0.0244,0.02371,0.02297,0.02231,0.02197,0.02144,0.021
SDN53356,Unknown,0.01145,0.01133,0.01119,0.01105,0.0109,0.01076,0.01062,0.01043,0.01026,0.01005,0.00986,0.00966,0.00947,0.00922,0.00901,0.0087,0.00832,0.00787,0.00752,0.00713,0.00672,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,7E-04,7E-04,0.00069,0.00069,0.00069,0.00068,0.00069,0.00068,0.00068,0.00068,0.00068,0.00068,0.00068,0.05693,0.05611,0.05511,0.05408,0.05313,0.05245,0.05158,0.05099,0.05025,0.04948,0.04876,0.04806,0.04734,0.04646,0.04559,0.04386,0.04204,0.03998,0.03806,0.03616,0.03424
SDN53279,Unknown,0.01976,0.01965,0.01956,0.01944,0.0193,0.01916,0.01903,0.01885,0.01866,0.01844,0.01823,0.01801,0.01778,0.01752,0.01724,0.01664,0.01596,0.01519,0.01446,0.01367,0.01288,0.00049,5E-04,5E-04,5E-04,0.00049,0.00049,5E-04,5E-04,5E-04,5E-04,5E-04,5E-04,0.00049,0.00049,0.00049,0.00049,0.00048,0.00048,0.00048,0.00048,0.00049,0.09946,0.09916,0.09881,0.09837,0.09769,0.09731,0.09668,0.09616,0.09546,0.09471,0.09416,0.09359,0.09282,0.0918,0.09079,0.08678,0.08249,0.07817,0.07389,0.06951,0.06528
SDN53305,Unknown,0.03299,0.03291,0.03284,0.03276,0.03266,0.03255,0.03243,0.03228,0.03208,0.03184,0.03163,0.03139,0.03112,0.03082,0.03047,0.02943,0.02826,0.02697,0.02564,0.02428,0.02291,0.00033,0.00033,0.00033,0.00032,0.00032,0.00032,0.00033,0.00034,0.00033,0.00033,0.00033,0.00032,0.00032,0.00031,0.00031,0.00031,0.00031,3E-04,3E-04,0.00029,0.00029,0.15911,0.1592,0.15936,0.15943,0.15913,0.15889,0.15871,0.15845,0.15806,0.15748,0.15742,0.15711,0.15644,0.1558,0.15478,0.14905,0.14296,0.1367,0.13007,0.12338,0.11713
ETH19325,Non-endemic,0.00305,0.00298,0.00296,0.0029,0.00283,0.0027,0.00263,0.00258,0.00249,0.00239,0.00225,0.00217,0.00204,0.00194,0.0018,0.00169,0.0016,0.00149,0.00149,0.00148,0.00144,0.00056,0.00056,0.00057,0.00057,0.00056,0.00057,0.00057,0.00056,0.00056,0.00056,0.00057,0.00056,0.00056,0.00057,0.00056,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.01354,0.01334,0.01326,0.01265,0.01209,0.01181,0.01131,0.01072,0.01042,0.00987,0.00911,0.00852,0.00777,0.00724,0.00648,0.00554,0.00526,0.00442,0.00493,0.00519,0.0054
ERI17455,Non-endemic,0.00593,0.00574,0.00553,0.00534,0.0051,0.00494,0.0047,0.00444,0.00424,0.00398,0.00367,0.00335,0.00303,0.00269,0.00233,0.00203,0.00178,0.00143,0.00136,0.00128,0.00122,0.00112,0.00113,0.00114,0.00112,0.00112,0.00112,0.00112,0.00113,0.00111,0.00112,0.00113,0.00112,0.00112,0.00111,0.00112,0.00111,0.00111,0.0011,0.0011,0.00111,0.0011,0.02548,0.0241,0.02425,0.02357,0.02243,0.02194,0.0202,0.01928,0.01803,0.0169,0.01588,0.01457,0.01244,0.01086,0.00939,0.0085,0.00675,0.00516,0.00551,0.00553,0.00537
TCD10663,Non-endemic,0.0049,0.00478,0.00462,0.00442,0.00431,0.00416,0.00395,0.00376,0.00362,0.00344,0.00322,0.00312,0.00291,0.00267,0.00249,0.0023,0.00212,0.00196,0.00199,0.00201,0.00205,0.00097,0.00097,0.00098,0.00098,0.00098,0.00097,0.00098,0.00099,0.00098,0.00098,0.00098,0.00099,0.00099,0.001,0.001,0.00099,0.00099,0.00099,0.00099,0.00098,0.001,0.02283,0.02266,0.0218,0.0203,0.01996,0.01893,0.01791,0.01687,0.01644,0.01579,0.01455,0.01391,0.01291,0.0117,0.01054,0.00986,0.00881,0.00791,0.00844,0.00869,0.00922
SDN53307,Unknown,0.03534,0.03525,0.03518,0.03508,0.03496,0.03484,0.03472,0.03456,0.03436,0.0341,0.03387,0.03364,0.03336,0.03304,0.03268,0.03158,0.03032,0.02895,0.02755,0.02609,0.02464,0.00042,0.00041,0.00041,0.00041,0.00041,0.00041,0.00042,0.00041,0.00042,0.00041,0.00041,0.00042,4E-04,4E-04,4E-04,0.00039,0.00039,0.00037,0.00037,0.00036,0.00035,0.16943,0.16963,0.17002,0.16977,0.16962,0.16927,0.1691,0.16876,0.16862,0.16796,0.16775,0.16765,0.16704,0.16625,0.16567,0.16,0.15361,0.14716,0.14051,0.13376,0.12736
SDN53210,Unknown,0.00961,0.00958,0.00956,0.00951,0.00948,0.0094,0.00937,0.00932,0.00924,0.00914,0.00904,0.00894,0.00883,0.0087,0.00857,0.0083,0.00798,0.00762,0.00724,0.00682,0.0064,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,2E-05,0.04487,0.04447,0.04459,0.04437,0.04441,0.04383,0.04383,0.04335,0.04296,0.04287,0.04225,0.0421,0.04159,0.04111,0.0405,0.03906,0.03758,0.03594,0.03395,0.03206,0.03019
ETH19282,Non-endemic,0.00249,0.00247,0.00243,0.00242,0.0024,0.00237,0.00234,0.00229,0.00224,0.00219,0.00215,0.0021,0.00204,0.00198,0.00191,0.00184,0.00178,0.00169,0.00167,0.00164,0.0016,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00019,0.00018,0.00019,0.00019,0.00019,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00844,0.00851,0.00847,0.00837,0.00822,0.00788,0.00789,0.00754,0.00724,0.00686,0.00665,0.00651,0.00632,0.00593,0.0056,0.00528,0.00502,0.00459,0.0047,0.00472,0.00474
SEN40166,Non-endemic,0.05716,0.05708,0.05701,0.05691,0.05684,0.05671,0.05656,0.05642,0.05611,0.0557,0.05383,0.05169,0.04931,0.04674,0.04346,0.04014,0.03749,0.03451,0.03164,0.02934,0.02685,0.00857,0.00859,0.00867,0.00873,0.00878,0.00887,0.00897,0.00905,0.00907,0.00904,0.00888,0.00878,0.00856,0.0082,0.00773,0.00734,0.00684,0.00641,0.00573,0.00513,0.00458,0.16876,0.16859,0.16782,0.16764,0.1681,0.16769,0.16736,0.16765,0.16778,0.16651,0.16039,0.15311,0.14631,0.13874,0.12801,0.1179,0.11096,0.10203,0.09378,0.08781,0.08102
SDN53345,Unknown,0.00694,0.00688,0.00681,0.00675,0.00669,0.00662,0.00654,0.00646,0.00635,0.00624,0.00613,0.00601,0.00589,0.00576,0.00561,0.00542,0.00519,0.00493,0.00471,0.00445,0.00419,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.03356,0.03312,0.03284,0.03256,0.0322,0.03182,0.03151,0.03106,0.03056,0.02992,0.02942,0.02893,0.02834,0.02766,0.02706,0.02616,0.0251,0.02388,0.02276,0.02153,0.02032
ETH19308,Non-endemic,0.0024,0.00237,0.00233,0.00233,0.00231,0.00229,0.00225,0.0022,0.00216,0.00213,0.0021,0.00203,0.00199,0.00193,0.00186,0.00182,0.00176,0.00171,0.00168,0.00164,0.0016,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00015,0.00015,0.00014,0.00014,0.00015,0.00015,0.00015,0.00015,0.00014,0.00015,0.00015,0.00015,0.00774,0.00774,0.00741,0.00758,0.00725,0.00718,0.00698,0.00657,0.00644,0.00636,0.00611,0.00577,0.00561,0.00557,0.00518,0.00492,0.00464,0.00443,0.00446,0.0044,0.00432
ETH18523,Non-endemic,0.00274,0.0027,0.00264,0.00262,0.00258,0.00253,0.00251,0.00246,0.00239,0.00231,0.00226,0.0022,0.00213,0.00207,0.00199,0.00191,0.00184,0.00174,0.00173,0.0017,0.00168,0.00026,0.00026,0.00025,0.00026,0.00026,0.00026,0.00025,0.00026,0.00026,0.00026,0.00026,0.00026,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00988,0.00954,0.0098,0.00947,0.00915,0.00882,0.00884,0.00825,0.00797,0.00755,0.00741,0.00718,0.00689,0.00655,0.00609,0.00567,0.00541,0.00484,0.00511,0.00509,0.00516
MLI29986,Under surveillance,0.33353,0.33389,0.33422,0.33474,0.33502,0.33545,0.33578,0.33588,0.25901,0.24382,0.18741,0.14334,0.10662,0.10428,0.10484,0.1052,0.10489,0.10033,0.06535,0.06251,0.05946,0.09764,0.09901,0.10017,0.10132,0.10226,0.10294,0.10359,0.10386,0.06125,0.05468,0.03476,0.02323,0.01577,0.01465,0.01338,0.01222,0.01099,0.00973,0.00532,0.00468,0.00413,0.70042,0.69919,0.69788,0.69691,0.69609,0.69534,0.6947,0.69384,0.59739,0.57285,0.47682,0.38721,0.30093,0.29753,0.30378,0.31013,0.31404,0.30432,0.20838,0.20234,0.19523
BFA53002,Under surveillance,0.1954,0.19593,0.19629,0.19666,0.19717,0.19746,0.19787,0.19802,0.19839,0.19842,0.19846,0.19818,0.19271,0.19187,0.18227,0.17218,0.16178,0.15151,0.14171,0.1352,0.12626,0.05582,0.05629,0.05644,0.05691,0.05725,0.05795,0.05829,0.05863,0.05874,0.05895,0.05909,0.05881,0.05726,0.05632,0.05338,0.04993,0.04658,0.04309,0.03929,0.0362,0.03285,0.44393,0.44369,0.4439,0.44363,0.44401,0.44354,0.44344,0.44346,0.44363,0.44413,0.44447,0.4444,0.43482,0.43451,0.4185,0.40114,0.38346,0.36627,0.3492,0.34029,0.32477
NER35336,Requiring PC,0.13996,0.14014,0.14029,0.14052,0.14067,0.14074,0.14086,0.14093,0.14089,0.14072,0.13041,0.09064,0.06692,0.06438,0.06202,0.04644,0.03261,0.0324,0.02272,0.02264,0.02255,0.03786,0.03792,0.03811,0.03835,0.03844,0.03853,0.03856,0.03852,0.03832,0.03818,0.03482,0.02304,0.0159,0.01444,0.01307,0.00862,0.00504,0.00468,0.0026,0.00222,0.00196,0.35243,0.35289,0.35276,0.35283,0.35314,0.35288,0.35289,0.35349,0.35361,0.35425,0.33814,0.27019,0.21928,0.21876,0.21925,0.177,0.1357,0.1393,0.10524,0.10866,0.11153
SDN53266,Unknown,0.0079,0.0078,0.00764,0.0075,0.00737,0.00724,0.00712,0.00696,0.0068,0.00663,0.00646,0.00626,0.00609,0.00589,0.00571,0.0055,0.00524,0.00493,0.00473,0.00448,0.00424,7E-04,7E-04,7E-04,7E-04,7E-04,7E-04,7E-04,7E-04,0.00071,7E-04,7E-04,7E-04,7E-04,0.00069,7E-04,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.03837,0.03731,0.03669,0.03618,0.03545,0.03459,0.03429,0.03322,0.0327,0.0317,0.03099,0.03036,0.02947,0.02855,0.02787,0.02676,0.02563,0.0242,0.02322,0.02211,0.02097
SDN53274,Unknown,0.01068,0.01054,0.01037,0.01019,0.01002,0.00986,0.0097,0.00949,0.00929,0.00907,0.00889,0.00866,0.00844,0.00816,0.00795,0.00765,0.0073,0.00688,0.00659,0.00626,0.00591,0.00086,0.00087,0.00086,0.00086,0.00087,0.00086,0.00086,0.00086,0.00087,0.00087,0.00087,0.00086,0.00086,0.00086,0.00086,0.00086,0.00085,0.00085,0.00085,0.00086,0.00085,0.05221,0.05139,0.05023,0.04898,0.04786,0.04703,0.04582,0.04503,0.04426,0.04344,0.04266,0.04188,0.04118,0.04024,0.0394,0.03786,0.0362,0.03442,0.03299,0.0314,0.02987
SDN53351,Unknown,0.01244,0.01231,0.01216,0.01199,0.01183,0.01167,0.01151,0.01131,0.01113,0.0109,0.0107,0.01047,0.01026,0.00998,0.00976,0.00942,0.00902,0.00852,0.00815,0.00773,0.00728,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00078,0.00078,0.00077,0.00078,0.00077,0.00077,0.00077,0.00076,0.00076,0.00076,0.00076,0.00077,0.00076,0.06162,0.06081,0.05966,0.05857,0.05761,0.05715,0.05634,0.05555,0.05447,0.0538,0.05315,0.05232,0.05137,0.05053,0.04968,0.04778,0.04577,0.04344,0.04135,0.03937,0.03725
SDN53214,Requiring PC,0.0251,0.02497,0.02487,0.02474,0.02457,0.02441,0.02425,0.02405,0.02384,0.02359,0.02336,0.0231,0.02284,0.0225,0.0222,0.02143,0.02055,0.01956,0.01863,0.01767,0.01668,0.00134,0.00136,0.00137,0.00136,0.00137,0.00139,0.0014,0.0014,0.00141,0.00143,0.00142,0.00145,0.00146,0.00144,0.00145,0.00144,0.00142,0.0014,0.00134,0.00127,0.00119,0.10284,0.10248,0.10204,0.10145,0.10065,0.09981,0.09924,0.0989,0.09829,0.0976,0.09698,0.09646,0.09588,0.09501,0.09411,0.09068,0.08691,0.08296,0.07948,0.07594,0.07226
SDN53208,Requiring PC,0.0069,0.00679,0.00664,0.00649,0.00636,0.00624,0.00611,0.00592,0.00576,0.00559,0.00542,0.00523,0.00507,0.00487,0.00471,0.00453,0.0043,0.00402,0.00388,0.00369,0.00348,0.00073,0.00074,0.00074,0.00074,0.00074,0.00073,0.00074,0.00074,0.00075,0.00075,0.00074,0.00074,0.00074,0.00074,0.00074,0.00073,0.00073,0.00073,0.00072,0.00073,0.00073,0.03083,0.03027,0.02947,0.02882,0.02834,0.0278,0.02714,0.02608,0.02538,0.02455,0.02354,0.02269,0.02196,0.02106,0.02043,0.01951,0.01862,0.01732,0.01677,0.01608,0.0153
MLI30019,Under surveillance,0.03787,0.03771,0.0376,0.03746,0.03729,0.0371,0.03694,0.03671,0.03562,0.03437,0.02285,0.01648,0.01204,0.01148,0.01087,0.01021,0.00677,0.00444,0.00417,0.00387,0.00355,0.00628,0.00637,0.00652,0.00666,0.00679,0.00689,0.00699,0.00708,0.00711,0.00706,0.00423,0.00246,0.00138,0.00125,0.00115,0.001,0.00064,0.00053,0.00052,0.00051,0.00051,0.10806,0.1075,0.10693,0.10624,0.1056,0.10481,0.10426,0.10365,0.09988,0.09552,0.06108,0.04431,0.03354,0.03224,0.0311,0.02996,0.02125,0.01512,0.01451,0.01377,0.01298
BFA05333,Under surveillance,0.11551,0.11563,0.11559,0.11579,0.1159,0.07759,0.05654,0.04297,0.03315,0.02534,0.01914,0.01976,0.01342,0.00955,0.00648,0.00442,0.00432,0.00416,0.00404,0.00409,0.00393,0.03152,0.0318,0.03189,0.03214,0.03232,0.02104,0.01436,0.00985,0.00649,0.00406,0.00241,0.00212,0.00086,0.00043,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.289,0.28916,0.28899,0.28949,0.28987,0.22727,0.1835,0.15006,0.12357,0.10293,0.08566,0.09767,0.07467,0.05996,0.04606,0.03439,0.03434,0.03491,0.03556,0.03815,0.03783
NER35305,Non-endemic,0.00446,0.0044,0.00433,0.00427,0.00424,0.00419,0.00415,0.00409,0.00403,0.00397,0.00387,0.00379,0.00369,0.00358,0.00346,0.00333,0.00318,0.00302,0.0029,0.00275,0.00259,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00026,0.00026,0.00026,0.00026,0.00026,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00026,0.00026,0.00026,0.00025,0.01675,0.01646,0.01603,0.01559,0.01541,0.01512,0.01487,0.01458,0.01441,0.01401,0.01365,0.01331,0.01282,0.0124,0.01192,0.01148,0.01088,0.01022,0.00985,0.00945,0.00896
ETH19299,Requiring PC,0.00282,0.00278,0.00274,0.00272,0.00268,0.00264,0.00261,0.00256,0.00251,0.00245,0.00241,0.00235,0.00229,0.00222,0.00216,0.0021,0.00204,0.00196,0.00192,0.00188,0.00184,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00016,0.00017,0.00017,0.00016,0.00016,0.00016,0.00016,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00954,0.00931,0.00921,0.00907,0.00891,0.00857,0.00845,0.00816,0.00794,0.00777,0.00755,0.00726,0.00699,0.00666,0.00636,0.006,0.00578,0.00539,0.00543,0.0054,0.0054
SEN40178,Non-endemic,0.00716,0.00712,0.00708,0.00703,0.00697,0.00692,0.00686,0.00678,0.00667,0.00659,0.0064,0.00618,0.0059,0.00558,0.00521,0.00482,0.00446,0.00408,0.00374,0.00343,0.00312,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.02391,0.02371,0.02344,0.02325,0.02295,0.02279,0.02235,0.02204,0.02163,0.02128,0.02056,0.01968,0.01872,0.01764,0.01641,0.01516,0.014,0.0128,0.0118,0.01089,0.01001
BFA05336,Under surveillance,0.13515,0.13533,0.13552,0.13562,0.13569,0.09247,0.06767,0.05161,0.03985,0.03065,0.02343,0.02438,0.01657,0.01167,0.00784,0.00531,0.00518,0.00498,0.0048,0.00486,0.00464,0.04047,0.04062,0.04085,0.04101,0.04108,0.02673,0.01818,0.0128,0.009,0.00606,0.00396,0.00358,0.00181,0.00085,0.00045,0.00032,3E-04,0.00029,0.00028,0.00028,0.00028,0.31986,0.31989,0.32004,0.32025,0.32045,0.25226,0.20449,0.16737,0.1371,0.1126,0.093,0.10416,0.07947,0.06418,0.04827,0.0359,0.03669,0.03686,0.03733,0.04131,0.04111
NER35326,Under surveillance,0.015,0.01489,0.01478,0.01468,0.01457,0.01445,0.01434,0.01419,0.01315,0.01217,0.00857,0.00622,0.0057,0.00404,0.00284,0.00271,0.00253,0.00234,0.00137,0.00127,0.00117,0.00178,0.00179,0.0018,0.00183,0.00187,0.0019,0.00192,0.00194,0.00176,0.0016,0.00106,7E-04,0.00063,0.00045,0.00039,0.00038,0.00037,0.00037,0.00037,0.00037,0.00037,0.04492,0.04447,0.04399,0.0435,0.04306,0.04262,0.04223,0.0418,0.03876,0.03602,0.02546,0.01901,0.01768,0.01312,0.00983,0.00956,0.00907,0.00851,0.00563,0.00534,0.00502
NGA37044,Requiring PC,0.06832,0.06825,0.06817,0.06804,0.06794,0.06781,0.0676,0.06732,0.06705,0.06666,0.06622,0.06565,0.04229,0.04063,0.03735,0.02628,0.01886,0.01359,0.00972,0.00943,0.00906,0.01765,0.01771,0.01767,0.01773,0.01778,0.01774,0.01781,0.01772,0.01763,0.01753,0.01744,0.01723,0.01131,0.01076,0.00953,0.00605,0.00378,0.00227,0.00137,0.00121,0.00106,0.17018,0.16981,0.16966,0.16948,0.16942,0.16912,0.16913,0.16892,0.16866,0.16836,0.16836,0.16747,0.11547,0.11337,0.1086,0.08386,0.06508,0.05093,0.03973,0.04106,0.04269
NER35308,Under surveillance,0.09608,0.09614,0.09618,0.09619,0.09622,0.09622,0.09624,0.09625,0.09619,0.06429,0.04682,0.03551,0.0272,0.02062,0.01555,0.01523,0.01502,0.01468,0.01425,0.01374,0.01323,0.02244,0.02254,0.02263,0.02272,0.02279,0.02285,0.02288,0.0229,0.02292,0.01548,0.01075,0.00745,0.00501,0.0032,0.00198,0.00173,0.00153,0.00136,0.00119,0.001,0.00084,0.25619,0.25664,0.25678,0.25707,0.25753,0.25811,0.25844,0.25867,0.2589,0.19823,0.15889,0.13,0.10668,0.08812,0.07301,0.07854,0.08244,0.08504,0.08701,0.08835,0.08934
NER35298,Requiring PC,0.0819,0.08191,0.08196,0.08191,0.08198,0.08196,0.08194,0.082,0.082,0.08192,0.08191,0.05527,0.05193,0.03764,0.02816,0.02819,0.01958,0.01917,0.01313,0.01288,0.01261,0.01675,0.01707,0.01731,0.01761,0.01781,0.01814,0.01851,0.01875,0.019,0.01914,0.01928,0.01251,0.01126,0.00723,0.00459,0.00431,0.00237,0.00211,0.00124,0.00116,0.00108,0.22389,0.22359,0.22344,0.22297,0.22301,0.22259,0.22303,0.22286,0.22289,0.22272,0.2231,0.17125,0.16573,0.1329,0.10753,0.11348,0.08722,0.0889,0.06686,0.0687,0.07034
TCD10688,Non-endemic,0.00298,0.00293,0.00285,0.0028,0.00273,0.00263,0.00255,0.0025,0.0024,0.00229,0.0022,0.00212,0.00201,0.00191,0.00182,0.0017,0.00161,0.00151,0.0015,0.00152,0.00151,0.00052,0.00051,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00051,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.01261,0.0125,0.01228,0.01192,0.01153,0.01101,0.01062,0.01018,0.00955,0.00908,0.00847,0.00791,0.00744,0.00683,0.00627,0.00545,0.0051,0.00423,0.00486,0.00501,0.00514
ETH19300,Non-endemic,0.00262,0.00259,0.00256,0.00254,0.00252,0.00248,0.00245,0.00238,0.00234,0.00228,0.00224,0.00218,0.00211,0.00207,0.002,0.00194,0.00187,0.00179,0.00176,0.00173,0.0017,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00019,0.00018,0.00019,0.00019,0.00019,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00874,0.0087,0.00875,0.00858,0.00842,0.00808,0.00794,0.00765,0.00736,0.0071,0.00692,0.00658,0.00642,0.00615,0.00588,0.00552,0.00525,0.00483,0.00492,0.00501,0.00504
SEN40170,Requiring PC,0.01611,0.01601,0.01593,0.01583,0.01574,0.01564,0.01555,0.01543,0.01532,0.01516,0.01479,0.01433,0.01376,0.01309,0.01225,0.01138,0.00988,0.00651,0.00447,0.00308,0.0021,0.00073,0.00075,0.00076,0.00076,0.00075,0.00078,0.00079,8E-04,0.00079,0.00081,0.00081,0.00077,0.00075,0.00072,0.00068,0.00066,0.00057,0.00032,0.00022,0.00021,0.00021,0.04988,0.04937,0.04904,0.04861,0.04809,0.04775,0.04722,0.04692,0.04657,0.04598,0.04441,0.04261,0.04063,0.03859,0.03599,0.03333,0.02904,0.01936,0.01375,0.00992,0.00711
MLI30015,Under surveillance,0.1866,0.1868,0.18707,0.18735,0.1875,0.18777,0.18806,0.18813,0.18302,0.17729,0.1217,0.08833,0.06538,0.06335,0.06262,0.06172,0.04391,0.03991,0.02732,0.02623,0.025,0.06212,0.06249,0.06247,0.06292,0.06304,0.06344,0.06353,0.06358,0.06168,0.05944,0.03622,0.02416,0.01694,0.01592,0.01482,0.0138,0.00911,0.00798,0.00496,0.00453,0.00405,0.40617,0.40582,0.40517,0.40533,0.40528,0.40593,0.40623,0.40634,0.39768,0.38848,0.30338,0.23786,0.18373,0.18075,0.18374,0.18609,0.13813,0.12754,0.09163,0.0898,0.08799
BFA05370,Under surveillance,0.18897,0.18934,0.18968,0.18994,0.19025,0.19071,0.1394,0.10624,0.08266,0.06457,0.04997,0.05251,0.03635,0.02576,0.01718,0.01138,0.00763,0.00518,0.00495,0.00492,0.00465,0.05368,0.0545,0.0552,0.05563,0.05601,0.05644,0.03453,0.02291,0.01571,0.01051,0.00692,0.00642,0.00334,0.00177,0.00095,0.00074,0.00068,0.00067,0.00067,0.00067,0.00067,0.43463,0.43473,0.43432,0.43426,0.4345,0.43468,0.3553,0.29249,0.24067,0.19765,0.16092,0.17539,0.13072,0.10067,0.0718,0.05169,0.0376,0.02747,0.02753,0.02956,0.02937
NGA37048,Requiring PC,0.0994,0.09938,0.09936,0.09932,0.0993,0.09919,0.09903,0.09878,0.09856,0.09821,0.09779,0.09719,0.06306,0.06091,0.05665,0.04035,0.02932,0.02148,0.01562,0.01538,0.01506,0.02337,0.02338,0.02345,0.02347,0.02352,0.02355,0.02356,0.02343,0.02337,0.02321,0.02299,0.02267,0.01513,0.01436,0.01276,0.0084,0.00552,0.00353,0.00215,0.00196,0.00171,0.26346,0.26391,0.26402,0.26403,0.26413,0.26444,0.26485,0.2648,0.26517,0.26552,0.2656,0.2659,0.20115,0.19897,0.19312,0.15386,0.1204,0.09398,0.07381,0.07687,0.07999
TCD10694,Non-endemic,0.00451,0.00443,0.00431,0.0042,0.00408,0.00396,0.00382,0.00373,0.0036,0.00345,0.0033,0.00319,0.00302,0.00287,0.00272,0.00256,0.00242,0.00228,0.00228,0.00227,0.00225,0.00068,0.00067,0.00069,0.00068,0.00068,0.00068,0.00069,0.00069,0.00068,0.00068,0.00068,0.00068,0.00069,0.00069,0.00069,0.00069,0.00069,0.00068,0.00069,0.00069,0.00069,0.01927,0.01893,0.01853,0.01773,0.0171,0.01649,0.01593,0.01538,0.01482,0.01429,0.01355,0.01282,0.01188,0.01111,0.01019,0.00952,0.00876,0.008,0.00831,0.00846,0.00866
TCD10662,Non-endemic,0.00413,0.00396,0.00382,0.00363,0.00353,0.00336,0.00317,0.00295,0.0028,0.00263,0.00244,0.00233,0.00216,0.00194,0.00176,0.00161,0.00143,0.00129,0.00135,0.00141,0.00146,0.00106,0.00107,0.00106,0.00107,0.00107,0.00106,0.00107,0.00107,0.00107,0.00107,0.00107,0.00109,0.00108,0.00109,0.00109,0.00109,0.00108,0.00108,0.00108,0.00108,0.00109,0.0209,0.02034,0.01879,0.01734,0.01678,0.01556,0.0143,0.01345,0.0126,0.01182,0.01142,0.0107,0.01005,0.00875,0.0079,0.00702,0.00604,0.00446,0.00574,0.00608,0.00655
